Title,lat,lng,Tags (Keywords),Features,Category,id
Trattoria Kitsilano,49.26801,-123.1467,"pasta,antipastoplatter,brusselsprouts,tiramisu,prosciutto,pappardelle,greatserver,ourwaiter,birthdaydinner,italianfood,dineoutvancouver,greatfoodandservice,greatdinner,openkitchen,greatrestaurant,nicholas,kits,great time,excellent food,great option staff,excellent menu,unique dining affair,wonderful dinner,happy thanks,special care u,very best them,","Takeout,Reservations,OutdoorSeating,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,FreeWifi,AcceptsCreditCards,TableService","Italian,Pizza,Sicilian,Southern-Italian,Lunch,Dinner,Brunch,After-hours,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7643
Cafe Medina,49.28074,-123.11717,"brunch,waffles,lavenderlatte,tagine,lesboulettes,saumonfume,frittata,salmone,avocadotoast,focaccia,shortribs,roastpotatoes,burger,worththewait,whitechocolate,rosewater,uniquebreakfast,best brunch,fabulous breakfast creation,excellent table service,trendy place,great cappuccino,wonderful espresso drink,awesome staff,lovely crisp exterior,","Takeout,Seating,StreetParking,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsMastercard,AcceptsVisa,AcceptsCreditCards,TableService","Cafe,Mediterranean,Canadian,Breakfast,Lunch,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7644
Le Crocodile,49.282677,-123.12497,"foiegras,oniontart,amusebouche,doversole,shoestringpotatoes,lobster,vealchop,quiche,tastingmenu,sablefish,crabcakes,pastry,pasta,sablefish,prawns,bread,fries,many fine restaurant,legendary restaurant,special dish day,vancouver special occasion,outstanding michel jacob,fine dining experience,many special event,fine chef,wonderful service,wonderful meal,many establishment,outstanding staff,warm chocolate,more hand deck,fantastic place,sweet souffl,warm respect,elegant d cor,outdoor light,one best spot,","Reservations,Seating,ValetParking,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsCreditCards,TableService","French,European,Lunch,Dinner,After-hours,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7646
Lupo Restaurant,49.278057,-123.11738,"pasta,octopuscarpaccio,taglierini,focacciabread,rabbit,pappardelle,antipasti,wildmushrooms,tiramisu,truffle,sablefish,shortribs,steak,convertedhouse,hamiltonstreet,italianrestaurantinvancouver,winelist,lupo excellent evening,special food,friendly attentive service,satisfied service,good experience,superb food,good reason,octopus antipasto delicious,mean butter delicious,fantastic fettuccine,always excellent visit,great option,too rich addition,","Reservations,PrivateDining,Seating,ServesAlcohol,FullBar,AcceptsCreditCards,TableService","Italian,Mediterranean,Tuscan,Central-Italian,Lunch,Dinner,After-hours,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7647
Bauhaus Restaurant,49.2826,-123.10453,"schnitzel,tastingmenu,whiteasparagus,geschnetzeltes,mackerel,veal,amusebouche,potatoes,germancuisine,finedining,servicewasimpeccable,saturdayevening,foodandwine,regularmenu,rathaus,uwe,boll,huge portion,birthday dining delicious,absolutely amazing food,good sprinkling,outstanding service atmosphere,exquisite taste,sweet finish,most importantly food,","Reservations,Seating,ParkingAvailable,StreetParking,ValetParking,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsCreditCards,TableService","European,Contemporary,German,CentralEuropean,Lunch,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7649
Forage,49.28717,-123.12908,"brunch,bison,mushroomomelette,fiddleheads,cheesepuffs,halibut,hash,cornbread,chowder,blueberries,scones,frenchtoast,tapas,porkbelly,potatoes,fries,listelhotel,delicious food,best bun husband,best burger,amazing great spot,nice weather,most day,enjoy vibe,lovely lady,many choice,","WheelchairAccessible,ServesAlcohol,FullBar,WineandBeer,FreeWifi,Reservations,Seating,AcceptsCreditCards,TableService","Canadian,Contemporary,Dinner,Breakfast,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7650
Fable Kitchen,49.267937,-123.14902,"brunch,chickpeafritters,cannedtuna,duck,cornbread,potatoes,eggsbenny,salad,steak,shortribs,fries,farmtotable,parmesanfoam,blackpepper,interestingfood,dailyspecials,dineoutvancouver,good excellent food,outstanding service server,delicious healthy option,nice wine selection,only good service,seriously most table,","Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,Reservations,FullBar,AcceptsCreditCards,TableService","Canadian,Contemporary,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7656
Cardero's Restaurant & Live Bait Marine Pub,49.291653,-123.127556,"seafood,salmon,sablefish,sablefish,arcticchar,clamchowder,ribs,prawns,salad,steak,rice,fries,bread,pizza,coalharbour,stanleypark,westinbayshore,,","Reservations,OutdoorSeating,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsCreditCards,TableService,LiveMusic,Waterfront","Seafood,Canadian,Lunch,Dinner,Brunch,After-hours,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7657
Brix & Mortar Restaurant,49.275787,-123.1222,"duckrisotto,lingcod,pannacotta,pineapple,bread,prawns,fries,hamiltonstreet,romanticdinner,dineoutvancouver,winelist,wonderfulfood,businessdinner,appetizers,server,broth,downtown,,","OutdoorSeating,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,Reservations,PrivateDining,ValetParking,AcceptsCreditCards,TableService,LiveMusic,GiftCardsAvailable","Seafood,WineBar,Canadian,Lunch,Dinner,After-hours,Drinks,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7658
Bao Bei Chinese Brasserie,49.279488,-123.10051,"friedrice,mantou,marinatedeggplant,potstickers,porkbelly,shareddishes,smallplates,worththewait,satatthebar,saturdaynight,chinatown,hype,hipster,excellent food,interesting flavour,good idea,interesting taste,interesting drink,many dish,really delicious food,great atmosphere,still good variety,nice then place,very delicious cheesecake,two special mention,","Seating,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsCreditCards,TableService","Chinese,Asian,Lunch,Dinner,After-hours,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7659
Kissa Tanto,49.28039,-123.09811,"octopussalad,agnolotti,carnecruda,tiramisu,whitefish,soydippingsauce,organicchicken,wagyu,perch,bread,katsu,steak,duck,fries,halfchicken,italianjapanesefusion,wholefriedfish,good meal,creative best food,creative meal,mark unique fusion,really good food,unique disjoin,unreal delicious,great finish,great sake,top list,relaxed elegant atmosphere,sophisticated atmosphere,very creative menu,main delicious,overly innovative shishitos,most enjoyable experience,really talented cook,","Reservations,Seating,ServesAlcohol,FullBar,TableService","Italian,Japanese,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7660
Revolver Coffee,49.28318,-123.1093,"greatcoffee,coffeeexperience,coldbrew,coffeesnob,coffeeplace,roasters,hipster,macchiato,hype,good coffee,many coffee shop,hunt great coffee,wonderful find staff,friendly staff,excellent banana bread,good pour,","Takeout,Seating,FreeWifi","Cafe,Canadian,,",7663
MeeT in Gastown,49.283382,-123.10484,"burger,fries,salad,vegancomfortfood,thaibowl,maccheese,tofu,calamari,veganrestaurant,greatvegan,nomeat,muchogusto,plantbased,nonvegan,vegetarianoptions,glutenfree,bigportions,friendly comfort food,friendly great find,good sport,amazing meal,vegetable love,excellent texture,most dish vegan,most apps,my meal delicious,his beautiful fianc,","ServesAlcohol,Takeout,OutdoorSeating,Seating,HighchairsAvailable,WheelchairAccessible,FullBar,FreeWifi,AcceptsCreditCards,TableService,GiftCardsAvailable","Canadian,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7665
CinCin Ristorante + Bar,49.285393,-123.126076,"risotto,branzino,tiramisu,tenderloin,prawns,bread,pizza,cincin,robsonstreet,winelist,italianfood,ourwaiter,anniversarydinner,specialoccasion,servicewasimpeccable,dineoutvancouver,cookedperfectly,,","GiftCardsAvailable,Reservations,StreetParking,DigitalPayments,Familystyle","Steakhouse,Seafood,Italian,Grill,Dinner,Drinks,GlutenFreeOptions,VegetarianFriendly,VeganOptions",7668
Twisted Fork,49.277782,-123.125496,"brunch,eggsbenny,croquemonsieur,frenchtoast,beans,ratatouille,granvillestreet,worththewait,smallrestaurant,visitingvancouver,bistro,ketchup,downtown,great brunch,great time service,priced great service,cake great presentation,good egg benedict,delicious potato,perfect crispy bread,more person,","AcceptsMastercard,AcceptsVisa,Seating,WheelchairAccessible,ServesAlcohol,FullBar,FreeWifi,AcceptsCreditCards,TableService","Canadian,Breakfast,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7669
The Sandbar Seafood Restaurant,49.272198,-123.133965,"seafood,halibut,arcticchar,crabcakes,freshfish,chowder,prawns,salad,sablefish,ribs,fries,rice,burger,bread,granvilleisland,sandbar,ourwaiter,great wine christian,lovely wouldn t,great view,amazing service,excellent drink choice,zahmayne excellent job,delicious seafood,good vibe,sweet hostess,kinda bizarre,amazing experience,bread happy hour,pleasant dinner,strong indication,dine great place,quickly sandbarge,","Reservations,OutdoorSeating,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsCreditCards,TableService,LiveMusic,Waterfront","Seafood,Canadian,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7671
Cioppino's Mediterranean Grill,49.2758,-123.12185,"cioppino,pasta,chestnutsoup,cannoli,lobster,rackoflamb,prawns,winelist,businessdinner,servicewasimpeccable,oliveoil,maindish,chef,sommelier,canada,good service,great italian dish,delicious dinner,strong cioppino,free food,such good review,great place,trendy yaletown district,delicious chef,wonderful atmosphere wine,lot better location,one best restaurant,great time,special ling cod,many year,our waiter exceptional,very unique flavor,","Reservations,OutdoorSeating,PrivateDining,Seating,ValetParking,WheelchairAccessible,ServesAlcohol,FullBar,TableService","Italian,Mediterranean,European,Lunch,Dinner,After-hours,VegetarianFriendly,GlutenFreeOptions,VeganOptions",7672
The Mexican,49.278805,-123.123985,"enchiladas,guacamole,sopes,refriedbeans,churros,taco,beef,excellentmexicanfood,verysmallplace,worththewait,veryfriendlyservice,funatmosphere,downtownvancouver,quickbite,margaritas,horchata,granville,great place,great service,great review,vancouver great beef,great staff,delicious food,quick service,fantastic margarita,top anything,","Seating,Television,WheelchairAccessible,ServesAlcohol,FullBar,TableService,Takeout","Mexican,Latin,Lunch,Dinner,VegetarianFriendly,VeganOptions",7674
Minami Restaurant,49.275253,-123.12086,"aburisushi,salmon,sablefish,flambe,edamame,rice,sablefish,tastingmenu,fritters,prawns,salad,sisterrestaurant,redwaveroll,sushibar,greenteaopera,greatsushi,japanesecuisine,great lunch option,cakeand great value,wonderful sushi,great sushi,best sushi,delicious lunch,good wine,special twist,very nice dinner,too many flavour,","Takeout,Television,WheelchairAccessible,ServesAlcohol,FreeWifi,GiftCardsAvailable,Reservations,PrivateDining,Seating,StreetParking,FullBar,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,AcceptsDiscover,AcceptsCreditCards,TableService","Japanese,Seafood,Sushi,Asian,Dinner,Lunch,After-hours,Drinks,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7676
Boulevard Kitchen and Oyster Bar,49.28264,-123.12386,"oysters,seafoodtower,charredoctopus,foiegras,sablefish,sablefish,wagyu,linguine,brusselsprouts,tastingmenu,salad,fries,steak,bread,thesuttonplacehotel,thehappyhourmenu,vancouverrestaurants,best customer service,impeccable seafood,service top,best salmon,great place,nice meal,boulevard nice alternative,very good food,top tier venue,just perfect size,my favorite meal,may better option,most incredible menu,excellently plating,","Reservations,OutdoorSeating,PrivateDining,Seating,ParkingAvailable,ValetParking,WheelchairAccessible,ServesAlcohol,FullBar,FreeWifi,AcceptsCreditCards,TableService,HighchairsAvailable","Seafood,Canadian,Breakfast,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7677
Gotham Steakhouse & Cocktail Bar,49.282833,-123.11587,"steak,cauliflowergratin,onionbread,keylimepie,lobstertail,shrimpcocktail,caesarsalad,cremebrulee,potatoes,crabcakes,prawns,sidedishes,ourwaiter,cookedtoperfection,peppercornsauce,finedining,pianoplayer,,","Reservations,PrivateDining,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,FreeWifi,AcceptsCreditCards,TableService,StreetParking,WineandBeer,LiveMusic,GiftCardsAvailable","American,Steakhouse,Canadian,Lunch,Dinner,Drinks,GlutenFreeOptions",7678
Rocky Mountain Flatbread Kitsilano,49.27068,-123.1473,"brunch,flatbread,brownie,penne,eggsbenedict,chicken,icecream,potatoes,greatpizza,glutenfreepizza,greatfamilyrestaurant,pizzaoven,thincrust,fig,bard,toppings,gf,outstanding pizza,soo good service,good food,good time,wonderful service guy,amazing service staff,one best pizza,enviornment wonderful idea,many beautiful flavor,matt attentive,perfect finish,awesome place,our lovely server,their delicious brownie,","Takeout,Reservations,OutdoorSeating,Seating,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,TableService,Delivery,FreeWifi","Pizza,Canadian,Lunch,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7679
Ancora Waterfront Dining and Patio - False Creek,49.27379,-123.13306,"causa,ceviche,sablefish,scallops,sushi,sablefish,pannacotta,brusselsprouts,freshseafood,duck,icecream,steak,fries,piscosours,forbiddenrice,granvilleisland,japaneseperuvianfusion,,","Reservations,OutdoorSeating,PrivateDining,Seating,ParkingAvailable,ValetParking,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,FreeWifi,AcceptsCreditCards,TableService","Japanese,Peruvian,Seafood,Sushi,Canadian,Contemporary,Lunch,Dinner,Brunch,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7680
Momo Sushi,49.284744,-123.11034,"sashimi,bentobox,teriyakichicken,godzillaroll,softshellcrab,edamame,salad,octopus,specialrolls,crazyboy,yummyyummy,waterfrontstation,gastown,holeinthewall,menuisextensive,fastservice,visitvancouver,lunch good price,lunch special worth,always good food,how good sushi,sushi good value,yakisoba good service,good price,improved fresh delicious,good quantity,great value,ok quality service,bc delicious,more spoiled tuna,","ServesAlcohol,Takeout,Seating,WineandBeer,AcceptsMastercard,AcceptsVisa,AcceptsCreditCards,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",7685
